what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347406791344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347406794406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347406802213
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347406802255
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1347406804017
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1347406806525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347406807420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347406814734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347406814774
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1347406820192
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1347406903420
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1347406903651
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347406924480
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347407035442
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1347407166375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347407168736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347407181582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1347407181595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347407183691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347407191325
